split_name,split_row_index,global_review_rank,item_id,axis,gold,clean_pred,clean_gold_gap,gemini,seed,core_mean,max_clean_vs_gemini_seed_gap,mean_clean_vs_gemini_seed_gap,gemini_seed_support_gold,gemini_seed_support_clean,all_judge_support_gold,all_judge_support_clean,review_score,dataset,gen_model,task,episode,instruction,all_judge_scores,video_url,clean_output_snippet
part2,27,109,data__egodex_human__generated_data__abot_physworld_f113_prefix__task_0018__episode_0001__1__task_0018_episode_0001,IA,5,3,2,2,3,2.5,1,0.5,0,2,2,4,24.5,egodex_human,abot_physworld_f113_prefix,task_0018,episode_0001,"""Press each bubble on the rainbow circle fidget toy individually using your fingers.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/abot_physworld_f113_prefix/task_0018/episode_0001/1/task_0018_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two hands/fingers visible in the first frame remain the manipulator throughout; no new or different agent appears. Object correctness: The manipulated object is the rainbow circular fidget toy on the table, matching the instructed target. Goal completion: The right finger presses on the toy repeatedly, but it appears to press only a few bubbles in the center/right area rather than each bubble individually across the entire rainbow circle. By the end, many bub"
part2,28,110,data__epickitchens_human__generated_data__cogvideo_i2v_f113_rewrite__task_0014__episode_0001__1__task_0014_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,1,3,24.5,epickitchens_human,cogvideo_i2v_f113_rewrite,task_0014,episode_0001,"""Stir the dark brown mixture in the small white cup with the right hand's fingers.""","{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/epickitchens_human/generated_data/cogvideo_i2v_f113_rewrite/task_0014/episode_0001/1/task_0014_episode_0001.mp4,"{""reasoning"": ""Agent match: The same visible human hands from the initial frame remain the manipulator throughout; no new or different agent appears. Object correctness: The action is performed on the small white cup containing the dark brown mixture, matching the instructed target object. Goal completion: The right hand's fingers enter the cup and make repeated circular stirring motions in the dark brown mixture, leaving visible swirls by the end. The instructed stirring action is completed."", "
part2,29,111,data__epickitchens_human__generated_data__gigaworld_gr1_2b_f113_prefix__task_0024__episode_0001__1__task_0024_episode_0001,PA,5,3,2,2,3,2.5,1,0.5,0,2,1,3,24.5,epickitchens_human,gigaworld_gr1_2b_f113_prefix,task_0024,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 1, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/epickitchens_human/generated_data/gigaworld_gr1_2b_f113_prefix/task_0024/episode_0001/1/task_0024_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the visible human hands and forearms remain anatomically consistent, with no extra fingers, melting, or major warping; the fork and hand positions are mostly coherent. Scene & object consistency: the stove, pan, plate, towel, bowl, and sliced vegetables remain stable, but the pan contents change abruptly: the initial single slice becomes two slices, and the browned marks on the vegetables shift or appear without a clearly visible cause. Interaction realism: the ri"
part2,30,112,data__gr1_inlab__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0034__episode_0001__1__task_0034_episode_0001,PA,2,4,2,5,3,4.0,1,1.0,0,1,1,5,24.0,gr1_inlab,wan22_ti2v5b_1280x704_f169_prefix,task_0034,episode_0001,,"{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 2, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0034/episode_0001/1/task_0034_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robotic hands remain structurally consistent and stationary, with no visible melting, extra fingers, or warping; the human hand/arm also appears anatomically plausible. Scene & object consistency: the table, curtain, plant-like stand, and robot hands stay stable. The white mug is mostly consistent, but its handle and rim shape appear to change slightly as it moves close to the camera, and the mug is absent for several frames before reappearing, which"
part2,31,113,data__open_x_embodiment__generated_data__cosmos3_prefix__task_0102__episode_0001__1__task_0102_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,4,24.0,open_x_embodiment,cosmos3_prefix,task_0102,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 4, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cosmos3_prefix/task_0102/episode_0001/1/task_0102_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and black gripper remain structurally consistent as they enter from the right; the joints, wrist, and fingers do not visibly melt or duplicate. Scene & object consistency: the light blue counter, white microwave, blue bowl, tan mug, metal key, black tray, and blue basket stay recognizable, but the opening view jumps abruptly to a different camera angle. The mug keeps its general shape and color, though its rim and handle are partly occluded by "
part2,32,114,data__robotwin__generated_data__abot_physworld_f113_prefix__task_0068__episode_0001__1__task_0068_episode_0001,PA,1,3,2,2,4,3.0,1,1.0,0,1,0,4,24.0,robotwin,abot_physworld_f113_prefix,task_0068,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/abot_physworld_f113_prefix/task_0068/episode_0001/1/task_0068_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and black two-finger gripper remain mostly coherent, with no extra fingers or major deformation, though the wrist and cable shift slightly as it moves over the table. Scene & object consistency: the wooden tabletop, yellow plastic basket, black handle, red-lidded bottle, lamp, card, and background stay recognizable, but the basket rim and handle change shape and spacing during close contact. The red soda can is less consistent; it appears uprig"
part2,33,115,data__robotwin__generated_data__gigaworld_gr1_2b_f113_prefix__task_0039__episode_0001__1__task_0039_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,4,24.0,robotwin,gigaworld_gr1_2b_f113_prefix,task_0039,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/gigaworld_gr1_2b_f113_prefix/task_0039/episode_0001/1/task_0039_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the black robotic gripper and silver wrist remain mostly coherent, with two fingers and a stable hinge structure; the fingers keep their shape, though the left fingertip looks slightly flattened during contact. Scene & object consistency: the brown tabletop, white and silver laptop, black Apple logo, yellow bottle, blue round object, small box, and other items stay in fixed positions; the laptop keeps its rectangular form and logo. Interaction realism: the gripper"
part2,34,116,data__agibot_world__generated_data__wow_wan14b_f105_rewrite__task_0009__episode_0001__1__task_0009_episode_0001,PA,3,5,2,5,4,4.5,1,0.5,0,1,0,3,23.5,agibot_world,wow_wan14b_f105_rewrite,task_0009,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wow_wan14b_f105_rewrite/task_0009/episode_0001/1/task_0009_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the visible human hand and forearm remain anatomically consistent, with no extra fingers, melting, or warping; the black robot gripper at the left also stays structurally stable and does not deform. Scene & object consistency: the toaster, basket, bread slices, countertop, outlet, bottles, sink, and robot arms remain temporally stable with no obvious flicker, teleportation, or object morphing. The bread slice keeps a consistent size and appearance as it is lifted "
part2,35,117,data__epickitchens_human__generated_data__veo31_lite_rewrite__task_0046__episode_0001__1__task_0046_episode_0001,IA,3,5,2,5,4,4.5,1,0.5,0,1,0,3,23.5,epickitchens_human,veo31_lite_rewrite,task_0046,episode_0001,"""Wipe the right hand with the white cloth.""","{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/epickitchens_human/generated_data/veo31_lite_rewrite/task_0046/episode_0001/1/task_0046_episode_0001.mp4,"{""reasoning"": ""Agent match: The same first-person human arms/hands visible in the initial frame remain the manipulator throughout; no new or different agent appears. Object correctness: The manipulated object is a white cloth, matching the instruction. Goal completion: The cloth is brought to the right hand and rubbed repeatedly over it, clearly wiping the right hand by the end. The task is completed correctly."", ""instruction_alignment"": 5}"
part2,36,118,data__open_x_embodiment__generated_data__cogvideo_i2v_f113_prefix__task_0130__episode_0001__1__task_0130_episode_0001,IA,2,4,2,4,3,3.5,1,0.5,0,1,1,4,23.5,open_x_embodiment,cogvideo_i2v_f113_prefix,task_0130,episode_0001,"""Grasp the small blue bowl and place it into the blue plastic basket.""","{""GPT-5.2"": 2, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cogvideo_i2v_f113_prefix/task_0130/episode_0001/1/task_0130_episode_0001.mp4,"{""reasoning"": ""Agent match: The same robotic arm/gripper visible in the first frame remains the apparent manipulator throughout; no new agent appears. Object correctness: The object that ends up in the basket is blue and bowl-like, but it appears to materialize or transform rather than being clearly grasped from its initial position, and the original small blue bowl is not visibly picked up by the gripper. Goal completion: By the end, a blue bowl-like object is inside the blue plastic basket, so"
part2,37,119,data__robotwin__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0178__episode_0001__1__task_0178_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,1,4,23.5,robotwin,wan22_ti2v5b_1280x704_f169_prefix,task_0178,episode_0001,"""Set the light brown square cracker and the McDonald's French fries in red packaging on the pale pink rectangular tray.""","{""GPT-5.2"": 5, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0178/episode_0001/1/task_0178_episode_0001.mp4,"{""reasoning"": ""Agent match: The manipulation is performed by the same white-and-black robotic arm/gripper visible in the initial frame, so the agent matches. Object correctness: The McDonald's French fries in red packaging are correctly placed on the tray. The light brown square cracker is also the correct target object, though it appears to be moved from the left side of the tray rather than clearly picked from the initial scene. Goal completion: By the end, both the cracker and the fries are o"
part2,38,120,data__droid__generated_data__abot_physworld_f113_rewrite__task_0123__episode_0001__1__task_0123_episode_0001,IA,5,2,3,2,2,2.0,0,0.0,0,2,0,7,23.0,droid,abot_physworld_f113_rewrite,task_0123,episode_0001,"""Take the small black pepper container with a silver top from the wooden block using the gripper, and put it on the left side of the black counter.""","{""GPT-5.2"": 2, ""GPT-5.5"": 2, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 3, ""Qwen3.7-Max"": 3, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/abot_physworld_f113_rewrite/task_0123/episode_0001/1/task_0123_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm with the black gripper shown in the first frame performs the motion throughout; no new manipulator appears. Object correctness: The gripper moves toward the wooden block area where the small black pepper container with a silver top is located, but it does not clearly grasp or lift that specific container; the object appears to remain in place. Goal completion: The container is never removed from the wooden block and is not placed on the left"
part2,39,121,data__agibot_world__generated_data__wow_wan14b_f105_prefix__task_0049__episode_0001__1__task_0049_episode_0001,PA,1,3,2,4,2,3.0,1,1.0,0,1,0,5,23.0,agibot_world,wow_wan14b_f105_prefix,task_0049,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 3, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wow_wan14b_f105_prefix/task_0049/episode_0001/1/task_0049_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robot arms and parallel grippers remain mostly recognizable, with the left arm, right arm, wrist housings, and finger linkages keeping their general shapes. However, the left gripper becomes heavily occluded and visually tangled with the cookie box during the close pass, making its exact finger positions hard to track. Scene & object consistency: the wooden supermarket shelf, wire shopping cart, red handle, and surrounding cookie boxes stay largely f"
part2,40,122,data__agibot_world__generated_data__wow_wan14b_f105_rewrite__task_0138__episode_0001__1__task_0138_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,5,23.0,agibot_world,wow_wan14b_f105_rewrite,task_0138,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wow_wan14b_f105_rewrite/task_0138/episode_0001/1/task_0138_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robot arms and multi-finger grippers remain structurally consistent throughout; no obvious melting, extra fingers, or severe warping is visible, though some fingers are partially occluded during close contact. Scene & object consistency: the kitchen background, sink, window, yellow note, and side objects remain stable. The beige dish/bowl stays recognizable, but its apparent size and orientation change very abruptly as it is brought toward the camera, and the"
part2,41,123,data__egodex_human__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0044__episode_0001__1__task_0044_episode_0001,PA,2,4,2,3,3,3.0,1,1.0,0,0,0,5,23.0,egodex_human,wan22_ti2v5b_1280x704_f169_prefix,task_0044,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 3, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0044/episode_0001/1/task_0044_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands and forearms remain anatomically consistent, with stable fingers, wrists, sleeves, and skin texture; no extra digits, melting, or warping is visible. Scene & object consistency: the yellow tabletop, white backdrop, black oval zippered case, zipper track, pull, and dark interior stay coherent; the case keeps its shape. Interaction realism: the right hand supports the case while the left hand lifts the lid, exposing the open interior; the motion fol"
part2,42,124,data__egoscaler_human__generated_data__cogvideo_i2v_f113_prefix__task_0054__episode_0001__1__task_0054_episode_0001,PA,1,3,2,2,2,2.0,1,1.0,0,0,0,5,23.0,egoscaler_human,cogvideo_i2v_f113_prefix,task_0054,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/cogvideo_i2v_f113_prefix/task_0054/episode_0001/1/task_0054_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands remain mostly anatomically consistent, with no obvious extra fingers or severe melting; the fingers keep plausible shapes as they approach and pinch the lid. Scene & object consistency: there is a major temporal discontinuity from the first frame to the rest of the video: the camera/view jumps from a wide cluttered counter to a close-up, the metal cylinder appears suddenly, and the background objects shift/morph noticeably. After the jump, the cyli"
part2,43,125,data__open_x_embodiment__generated_data__cogvideo_i2v_f113_prefix__task_0093__episode_0001__1__task_0093_episode_0001,IA,2,4,2,5,5,5.0,1,1.0,0,2,0,5,23.0,open_x_embodiment,cogvideo_i2v_f113_prefix,task_0093,episode_0001,"""Grasp the blue plastic basket.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cogvideo_i2v_f113_prefix/task_0093/episode_0001/1/task_0093_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm/gripper visible in the first frame remains the apparent manipulator throughout; no new agent appears. Object correctness: The object that moves is the blue plastic basket, matching the instructed target, although it visually deforms and appears to overlap the nearby blue dish. Goal completion: The basket is lifted and held in the air by the end, but the grasp is not clearly shown as being made by the gripper; the basket seems to float or be "
part2,44,126,data__robotwin__generated_data__happyhorse_rewrite__task_0135__episode_0001__1__task_0135_episode_0001,IA,2,4,2,5,5,5.0,1,1.0,0,2,0,5,23.0,robotwin,happyhorse_rewrite,task_0135,episode_0001,"""Lift the silver curved hammer head from the striped table and hit the red cube block.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/happyhorse_rewrite/task_0135/episode_0001/1/task_0135_episode_0001.mp4,"{""reasoning"": ""Agent match: The manipulator appears to be the same black robotic arm/gripper visible in the initial scene, entering from the right side; there is no clear evidence of a different agent taking over. Object correctness: The object contacted is the silver curved hammer head on the striped table, matching the instructed target. Goal completion: The hammer head is lifted off the table and moved toward the red cube, and it is positioned over/against the cube by the end. However, the ac"
part2,45,127,data__agibot_world__generated_data__wan26_flash_rewrite__task_0014__episode_0001__1__task_0014_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,0,4,22.5,agibot_world,wan26_flash_rewrite,task_0014,episode_0001,"""Packing a packaged food item and a pink package of wet wipes into a white plastic bag on the wooden table in the supermarket, using two robotic arms.""","{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/wan26_flash_rewrite/task_0014/episode_0001/1/task_0014_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two black robotic arms/grippers visible in the first frame perform the actions throughout; no new or different manipulator appears. Object correctness: The right arm grasps the packaged food item first, then the left arm grasps the pink package of wet wipes, matching the instructed target objects. Goal completion: By the end, the food item is inside the white plastic bag and the pink wet wipes are also placed into the bag. The instructed packing task is fully"
part2,46,128,data__egodex_human__generated_data__kling_rewrite__task_0062__episode_0001__1__task_0062_episode_0001,PA,3,5,2,5,4,4.5,1,0.5,0,1,0,4,22.5,egodex_human,kling_rewrite,task_0062,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/kling_rewrite/task_0062/episode_0001/1/task_0062_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands remain anatomically consistent, with stable fingers, wrists, and fuzzy gray sleeves; no extra digits, melting, or warping appears. Scene & object consistency: the yellow tabletop, beige corner walls, clear Gatorade bottle, orange cap, and visible bottle contents stay stable; the cap keeps its round shape. Interaction realism: the right hand reaches to the cap, lifts it, and brings it toward the bottle mouth in a plausible path; the left hand stead"
part2,47,129,data__egoscaler_human__generated_data__cosmos3_rewrite__task_0043__episode_0001__1__task_0043_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,0,4,22.5,egoscaler_human,cosmos3_rewrite,task_0043,episode_0001,"""Place the white plate with omelet from your left hand on the wooden table.""","{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/cosmos3_rewrite/task_0043/episode_0001/1/task_0043_episode_0001.mp4,"{""reasoning"": ""Agent match: The same first-person human hands visible in the initial frame continue manipulating the plate throughout; no new or different agent appears. Object correctness: The manipulated object is the white plate containing an omelet, matching the instructed target. Goal completion: The plate is moved from the left hand and set down on the wooden table; by the end it is resting on the table and the hands have released it. The task is fully completed."", ""instruction_alignment"":"
part2,48,130,data__gr1_inlab__generated_data__abot_physworld_f113_rewrite__task_0067__episode_0001__1__task_0067_episode_0001,PA,3,5,2,5,4,4.5,1,0.5,0,1,0,4,22.5,gr1_inlab,abot_physworld_f113_rewrite,task_0067,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 5, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/abot_physworld_f113_rewrite/task_0067/episode_0001/1/task_0067_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robotic hands/arms remain structurally consistent throughout, with no visible melting, extra fingers, warping, or changing geometry; the right hand articulation is coherent as it approaches, grasps, releases, and retracts. Scene & object consistency: the table, curtain, basket, and glass remain stable with no obvious flicker, teleportation, or morphing. The glass keeps its cylindrical shape and markings, and the basket stays fixed in place. Interaction realis"
part2,49,131,data__open_x_embodiment__generated_data__cogvideo_i2v_f113_rewrite__task_0093__episode_0001__1__task_0093_episode_0001,IA,3,5,2,4,5,4.5,1,0.5,0,1,0,4,22.5,open_x_embodiment,cogvideo_i2v_f113_rewrite,task_0093,episode_0001,"""Grasp the blue plastic basket.""","{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cogvideo_i2v_f113_rewrite/task_0093/episode_0001/1/task_0093_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm/gripper visible in the first frame remains the manipulator throughout; no new agent appears. Object correctness: The object being contacted and moved is the blue plastic basket, matching the instructed target. Goal completion: By the end, the basket is clearly lifted/held off the surface, indicating it has been grasped. However, the grasp is somewhat visually ambiguous because the gripper does not always appear to be firmly holding the baske"
part2,50,132,data__droid__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0190__episode_0001__1__task_0190_episode_0001,PA,2,4,2,5,3,4.0,1,1.0,0,1,0,6,22.0,droid,wan22_ti2v5b_1280x704_f169_prefix,task_0190,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0190/episode_0001/1/task_0190_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the robot arm, wrist, black cable, and two-finger gripper remain structurally consistent throughout; there is no visible melting, extra parts, or deformation. Scene & object consistency: the wooden table, colored blocks, lab background, drawers, floor, and cables remain stable with no obvious teleporting or morphing. The stacked blocks keep their positions and colors, though the small blue/green/yellow stack is partly occluded by the gripper and its exact contact "
part2,51,133,data__egoscaler_human__generated_data__cogvideo_i2v_f113_rewrite__task_0085__episode_0001__1__task_0085_episode_0001,PA,1,3,2,4,2,3.0,1,1.0,0,1,0,6,22.0,egoscaler_human,cogvideo_i2v_f113_rewrite,task_0085,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/cogvideo_i2v_f113_rewrite/task_0085/episode_0001/1/task_0085_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hand and forearm remain mostly structurally consistent, with no obvious extra fingers or severe melting, though the fingers are somewhat blurred and slightly warped during the grasp. Scene & object consistency: the refrigerator, handle, wall, floor, and tripod remain generally stable, but the handle/door area shows noticeable temporal inconsistency: the handle appears to change shape and position as the hand approaches, and a small dark object near the h"
part2,52,134,data__gr1_inlab__generated_data__wow_wan14b_f105_rewrite__task_0160__episode_0001__1__task_0160_episode_0001,PA,4,2,2,2,2,2.0,0,0.0,0,2,4,2,22.0,gr1_inlab,wow_wan14b_f105_rewrite,task_0160,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/wow_wan14b_f105_rewrite/task_0160/episode_0001/1/task_0160_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robotic hands and silver forearms remain mostly coherent, with fingers and wrist housings keeping their shapes, though the close-up makes the palms and fingertips look bulky and slightly fused. Scene & object consistency: the wooden table, white curtain, yellow plate, and yellow corn stay recognizable, but the corn changes from a small cob on the table to an oversized close-up object, and its position relative to the hands is hard to track. Interacti"
