split_name,split_row_index,global_review_rank,item_id,axis,gold,clean_pred,clean_gold_gap,gemini,seed,core_mean,max_clean_vs_gemini_seed_gap,mean_clean_vs_gemini_seed_gap,gemini_seed_support_gold,gemini_seed_support_clean,all_judge_support_gold,all_judge_support_clean,review_score,dataset,gen_model,task,episode,instruction,all_judge_scores,video_url,clean_output_snippet
part1,27,27,data__robotwin__generated_data__wan26_flash_rewrite__task_0189__episode_0001__1__task_0189_episode_0001,PA,5,2,3,4,3,3.5,2,1.5,1,1,5,2,51.5,robotwin,wan26_flash_rewrite,task_0189,episode_0001,,"{""GPT-5.2"": 2, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wan26_flash_rewrite/task_0189/episode_0001/1/task_0189_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both black robotic grippers remain structurally consistent, with no obvious melting, extra parts, or severe warping; their triangular jaws and side housings keep a coherent shape as they move. Scene & object consistency: the table pattern, can, bottles, and small red carton remain mostly stable, but the central white cylindrical object changes appearance noticeably: its top surface becomes a smooth purple disk, the gray handle/rim morphs, and the object seems to g"
part1,28,28,data__gr1_inlab__generated_data__abot_physworld_f113_prefix__task_0139__episode_0001__1__task_0139_episode_0001,PA,4,2,2,5,3,4.0,3,2.0,1,0,6,0,51.0,gr1_inlab,abot_physworld_f113_prefix,task_0139,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/abot_physworld_f113_prefix/task_0139/episode_0001/1/task_0139_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both robotic hands/arms remain structurally consistent throughout, with no obvious melting, extra fingers, or severe warping; finger articulation is mostly plausible. Scene & object consistency: the table, curtain, and background remain stable, but the plate shows a major temporal inconsistency: it starts as a gray plate on the right, then during the right-hand motion it appears to morph into a much larger white plate with a bright center, changing size, color, an"
part1,29,29,data__egodex_human__generated_data__wan26_flash_prefix__task_0019__episode_0001__1__task_0019_episode_0001,IA,5,2,3,2,5,3.5,3,1.5,1,1,2,5,50.5,egodex_human,wan26_flash_prefix,task_0019,episode_0001,"""Press the bubbles on the rainbow circle Pop It toy using your fingers.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 2, ""Qwen3.7-Plus"": 3, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan26_flash_prefix/task_0019/episode_0001/1/task_0019_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two hands/fingers visible in the first frame remain the manipulator throughout; no new or different agent appears. Object correctness: The object being contacted is the rainbow circular Pop It toy, matching the instructed target. Goal completion: The hands hover near or lightly touch the toy, but there is no clear, repeated finger pressing of the bubbles. The bubbles do not visibly change state, and the toy is not actively pressed by the end, so the instructe"
part1,30,30,data__robotwin__generated_data__abot_physworld_f113_rewrite__task_0147__episode_0001__1__task_0147_episode_0001,IA,4,2,2,5,2,3.5,3,1.5,1,1,6,1,48.5,robotwin,abot_physworld_f113_rewrite,task_0147,episode_0001,"""Carry the small manual blue stapler with the robot's gripper from the table to the blue rectangular colored mat.""","{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/abot_physworld_f113_rewrite/task_0147/episode_0001/1/task_0147_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white-and-black AGILE robot arm and gripper visible in the first frame performs the motion throughout; no new manipulator appears. Object correctness: The instructed target is the small manual blue stapler on the right side of the table, but the robot does not grasp or carry that stapler. The blue stapler remains on the table near the right side in the later frames. Instead, the robot appears to move its own blue gripper/foot area or another blue object. Goal"
part1,31,31,data__egoscaler_human__generated_data__wow_wan14b_f105_prefix__task_0090__episode_0001__1__task_0090_episode_0001,PA,4,2,2,2,5,3.5,3,1.5,1,1,5,1,47.5,egoscaler_human,wow_wan14b_f105_prefix,task_0090,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/wow_wan14b_f105_prefix/task_0090/episode_0001/1/task_0090_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands remain mostly anatomically consistent, with no obvious extra fingers or severe melting; the right hand becomes slightly blurred/soft as it withdraws, but not grossly deformed. Scene & object consistency: there is a major temporal discontinuity from the first frame to the rest of the video: the wide kitchen view abruptly becomes a close-up tabletop scene, with the bowl, food, knife, and background effectively teleporting. After that, the bowl, yello"
part1,32,32,data__open_x_embodiment__generated_data__wow_wan14b_f105_rewrite__task_0110__episode_0001__1__task_0110_episode_0001,PA,4,2,2,2,5,3.5,3,1.5,1,1,5,1,47.5,open_x_embodiment,wow_wan14b_f105_rewrite,task_0110,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/wow_wan14b_f105_rewrite/task_0110/episode_0001/1/task_0110_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the robot arm and two-finger gripper remain mostly structurally consistent, with no obvious extra fingers or severe melting, though the gripper geometry is somewhat blurry and changes slightly as it moves. Scene & object consistency: the plate, cup, blue utensil, rack, and background remain generally stable, but the turquoise bowl changes apparent size dramatically as it is lifted, and the blue utensil becomes less visible/possibly disappears due to occlusion or p"
part1,33,33,data__robotwin__generated_data__wow_wan14b_f105_rewrite__task_0189__episode_0001__1__task_0189_episode_0001,PA,4,2,2,5,2,3.5,3,1.5,1,1,5,1,47.5,robotwin,wow_wan14b_f105_rewrite,task_0189,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/wow_wan14b_f105_rewrite/task_0189/episode_0001/1/task_0189_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robot grippers remain mostly structurally consistent, with no obvious extra fingers or severe melting, though their finger shapes and contact points are somewhat ambiguous and slightly warped as they move. Scene & object consistency: the tabletop pattern and background items are mostly stable, but the central pot/handle changes appearance noticeably: the handle seems to emerge or become more defined as the pot rises, and the pot’s rim/handle geometry"
part1,34,34,data__egodex_human__generated_data__wow_wan14b_f105_rewrite__task_0131__episode_0001__1__task_0131_episode_0001,IA,4,2,2,5,2,3.5,3,1.5,1,1,4,1,46.5,egodex_human,wow_wan14b_f105_rewrite,task_0131,episode_0001,"""Insert the loose white rectangular block into the white circular base with your right hand.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 2}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wow_wan14b_f105_rewrite/task_0131/episode_0001/1/task_0131_episode_0001.mp4,"{""reasoning"": ""Agent match: The same right hand visible in the initial frame performs the manipulation throughout; no new or different agent appears. Object correctness: The instructed target is the loose white rectangular block lying near the base in the initial scene, but the right hand instead picks up a different white rectangular piece from the right side of the table. The original loose block remains on the table and is not inserted. Goal completion: Although the right hand places a white "
part1,35,35,data__egodex_human__generated_data__cogvideo_i2v_f113_rewrite__task_0095__episode_0001__1__task_0095_episode_0001,PA,3,5,2,2,4,3.0,3,2.0,1,0,2,2,45.0,egodex_human,cogvideo_i2v_f113_rewrite,task_0095,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 2, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/cogvideo_i2v_f113_rewrite/task_0095/episode_0001/1/task_0095_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands and forearms remain anatomically consistent, with stable fingers, wrists, skin tone, and the bracelet on the left wrist; no extra digits, warping, or deformation is visible. Scene & object consistency: the yellow tabletop, beige corner walls, central mound of multicolored beads, and small yellow bead on the left remain stable; the pile keeps its size and position. Interaction realism: the right hand pinches a bead from the mound, lifts it, and wit"
part1,36,36,data__agibot_world__generated_data__veo31_lite_prefix__task_0058__episode_0001__1__task_0058_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,6,0,44.5,agibot_world,veo31_lite_prefix,task_0058,episode_0001,"""Sort laundry and personal care products, specifically moving a pink mug with the left robotic gripper from the large blue bin into the small blue tray.""","{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 5, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/veo31_lite_prefix/task_0058/episode_0001/1/task_0058_episode_0001.mp4,"{""reasoning"": ""Agent match: The manipulation is performed by the same left robotic gripper visible in the initial frame; no new or different agent takes over. Object correctness: The left gripper grasps a pink mug from the large blue bin, which matches the instructed target object. Goal completion: The mug is lifted and moved toward the small blue tray, but by the final frame it appears to still be held by the gripper and is not clearly released into the tray. The instructed final state is there"
part1,37,37,data__egodex_human__generated_data__gigaworld_gr1_2b_f113_rewrite__task_0071__episode_0001__1__task_0071_episode_0001,PA,5,3,2,5,4,4.5,2,1.5,1,0,5,0,43.5,egodex_human,gigaworld_gr1_2b_f113_rewrite,task_0071,episode_0001,,"{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/gigaworld_gr1_2b_f113_rewrite/task_0071/episode_0001/1/task_0071_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands and forearms remain mostly recognizable, with the left hand in a dark sleeve and the right hand holding the spray bottle, but the wiping hand becomes blurred and slightly smeared during fast motion. Scene & object consistency: the yellow tabletop, white backdrop, blue tape strip, and white spray bottle stay in roughly fixed positions, but the light blue cloth changes size, thickness, and outline as it is lifted and pressed. The cloth sometimes look"
part1,38,38,data__egodex_human__generated_data__wan22_ti2v5b_1280x704_f169_prefix__task_0080__episode_0001__1__task_0080_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,5,0,43.5,egodex_human,wan22_ti2v5b_1280x704_f169_prefix,task_0080,episode_0001,"""Remove the colorful plastic utensils from the silver rectangular tray on the wooden table.""","{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan22_ti2v5b_1280x704_f169_prefix/task_0080/episode_0001/1/task_0080_episode_0001.mp4,"{""reasoning"": ""Agent match: The same pair of human hands/arms visible in the first frame performs the actions throughout; no new manipulator appears. Object correctness: The hands interact with the colorful plastic utensils and the silver rectangular tray on the wooden table, which are the instructed target objects. Goal completion: The utensils are lifted out of the tray, but the final state is not a clean removal from the tray. The tray is left empty for several frames, but later a utensil app"
part1,39,39,data__open_x_embodiment__generated_data__happyhorse_prefix__task_0004__episode_0001__1__task_0004_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,5,0,43.5,open_x_embodiment,happyhorse_prefix,task_0004,episode_0001,"""Move the light blue scoop-shaped spoon with the black gripper to the left of the purple towel on the wooden surface.""","{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/happyhorse_prefix/task_0004/episode_0001/1/task_0004_episode_0001.mp4,"{""reasoning"": ""Agent match: The same black robotic arm/gripper visible in the first frame performs the motion throughout; no new or different manipulator appears. Object correctness: The gripper interacts with the light blue scoop-shaped spoon, which is the instructed target object. Goal completion: The spoon is moved from its initial position near the pot toward the purple towel, but by the end it appears to be placed on or immediately adjacent to the purple towel rather than clearly on the woo"
part1,40,40,data__robotwin__generated_data__happyhorse_prefix__task_0134__episode_0001__1__task_0134_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,5,0,43.5,robotwin,happyhorse_prefix,task_0134,episode_0001,"""Lift the silver head of the black and yellow tool with the robotic gripper and hit the small red block on the brown surface.""","{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/happyhorse_prefix/task_0134/episode_0001/1/task_0134_episode_0001.mp4,"{""reasoning"": ""Agent match: The same black robotic arm/gripper visible in the first frame performs the motion throughout; no new manipulator appears. Object correctness: The gripper approaches and grasps the black-and-yellow tool with the silver head, which matches the instructed target object. Goal completion: The tool is lifted, but the red block is not clearly struck by the silver head. The red block appears to move or tilt near the end, but the contact is ambiguous and the tool is not visibl"
part1,41,41,data__egodex_human__generated_data__abot_physworld_f113_rewrite__task_0020__episode_0001__1__task_0020_episode_0001,PA,3,5,2,2,4,3.0,3,2.0,1,0,1,3,43.0,egodex_human,abot_physworld_f113_rewrite,task_0020,episode_0001,,"{""GPT-5.2"": 5, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/abot_physworld_f113_rewrite/task_0020/episode_0001/1/task_0020_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands remain anatomically consistent, with stable fingers, nails, wrists, and black sleeves; no extra digits, melting, or warping is visible. Scene & object consistency: the round rainbow pop-it, blue bedspread, pink pillow, beige wall, and corner seam stay fixed; the toy keeps its circular shape and colors. Interaction realism: the right hand holds the yellow pull tab while the left index finger presses the red and orange bubbles; the toy stays support"
part1,42,42,data__droid__generated_data__cosmos3_prefix__task_0058__episode_0001__1__task_0058_episode_0001,PA,5,3,2,4,5,4.5,2,1.5,1,0,4,0,42.5,droid,cosmos3_prefix,task_0058,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/cosmos3_prefix/task_0058/episode_0001/1/task_0058_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm, black two-finger gripper, wrist housing, and looping cables remain structurally consistent; no extra fingers, melting, or major warping appears. Scene & object consistency: the white tabletop, light blue toaster oven, black tray, beige bowl, teal cups, black pot, utensils, and gray curtain stay fixed. The purple ball keeps its color and round shape, though its exact contact with the bowl rim is sometimes hidden by the gripper. Interaction real"
part1,43,43,data__open_x_embodiment__generated_data__cosmos3_rewrite__task_0083__episode_0001__1__task_0083_episode_0001,PA,4,2,2,4,3,3.5,2,1.5,1,0,4,0,42.5,open_x_embodiment,cosmos3_rewrite,task_0083,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/cosmos3_rewrite/task_0083/episode_0001/1/task_0083_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and black gripper remain mostly coherent, with the wrist housing, cable, and rectangular end effector keeping their shapes as they move over the table. The arm does not sprout extra parts, though the gripper fingers and contact area are sometimes visually ambiguous. Scene & object consistency: the blue bowl, tan mug, blue remote, patterned wall, and black dish rack stay in roughly fixed positions, but the plate changes from a flat white plate t"
part1,44,44,data__robotwin__generated_data__gigaworld_gr1_2b_f113_prefix__task_0188__episode_0001__1__task_0188_episode_0001,PA,4,2,2,4,3,3.5,2,1.5,1,0,4,0,42.5,robotwin,gigaworld_gr1_2b_f113_prefix,task_0188,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/gigaworld_gr1_2b_f113_prefix/task_0188/episode_0001/1/task_0188_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the two black robotic hands remain mostly recognizable, with consistent fingers and wrist housings, though the left hand’s glossy fingers look slightly warped as they approach the pot. Scene & object consistency: the patterned table, white pot, gray scoop, blue carton, and small items stay in place, but the pot’s rim and central gray piece change shape and visibility during the lift. The gray top seems to pop from a flat hole into a raised knob, then back toward a"
part1,45,45,data__robotwin__generated_data__gigaworld_gr1_2b_f113_prefix__task_0188__episode_0001__1__task_0188_episode_0001,IA,4,2,2,4,3,3.5,2,1.5,1,0,4,0,42.5,robotwin,gigaworld_gr1_2b_f113_prefix,task_0188,episode_0001,"""Hold and raise the light grey cylindrical kitchenpot together from the patterned surface with both black grippers.""","{""GPT-5.2"": 4, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/robotwin/generated_data/gigaworld_gr1_2b_f113_prefix/task_0188/episode_0001/1/task_0188_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two black robotic grippers visible in the initial scene enter and perform the action; no new or different agent appears. Object correctness: The manipulated object is the light grey cylindrical kitchen pot in the center of the patterned surface, matching the instructed target. Goal completion: The grippers approach and contact the pot, but the pot is not clearly held together by both grippers and is not raised off the patterned surface. By the end, the pot re"
part1,46,46,data__egodex_human__generated_data__abot_physworld_f113_rewrite__task_0001__episode_0001__1__task_0001_episode_0001,PA,1,4,3,2,4,3.0,2,1.0,1,1,1,6,42.0,egodex_human,abot_physworld_f113_rewrite,task_0001,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/abot_physworld_f113_rewrite/task_0001/episode_0001/1/task_0001_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands remain anatomically consistent, with stable fingers, wrists, and striped sleeves; no extra digits, melting, or warping is visible. Scene & object consistency: the blue bedspread, pink curtain, white wall, stickerbook page, and clear plastic bag stay fixed; the printed stickers keep their shapes. The bag remains transparent and crinkled, though its rim and folds shift slightly as it is lifted, making the exact opening hard to track. Interaction rea"
part1,47,47,data__egodex_human__generated_data__wan26_flash_rewrite__task_0122__episode_0001__1__task_0122_episode_0001,PA,3,5,2,2,4,3.0,3,2.0,1,0,1,4,42.0,egodex_human,wan26_flash_rewrite,task_0122,episode_0001,,"{""GPT-5.2"": 5, ""GPT-5.5"": 5, ""Gemini-3.5-Flash"": 2, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egodex_human/generated_data/wan26_flash_rewrite/task_0122/episode_0001/1/task_0122_episode_0001.mp4,"{""reasoning"": ""Agent integrity: both human hands and forearms remain anatomically consistent, with stable fingers, wrists, sleeves, and no visible warping or extra digits. Scene & object consistency: the peach cloth surface, white backdrop, white rectangular device, white cable, and loose cord keep fixed identities and positions. The cable end and device do not flicker or teleport; the background fabric and side wall remain steady. Interaction realism: the right hand approaches the cable, pinche"
part1,48,48,data__agibot_world__generated_data__cosmos3_prefix__task_0016__episode_0001__1__task_0016_episode_0001,PA,5,3,2,5,4,4.5,2,1.5,1,0,3,0,41.5,agibot_world,cosmos3_prefix,task_0016,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/agibot_world/generated_data/cosmos3_prefix/task_0016/episode_0001/1/task_0016_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the black robot arm and two-finger gripper remain structurally consistent throughout, with no obvious melting, extra fingers, or severe warping; the right-side gripper also stays stable. Scene & object consistency: the toaster, basket, bread slices, bottle, outlet, counter, and background remain mostly fixed and temporally stable. The bread slice being manipulated keeps a generally consistent shape, though its edges and thickness look slightly soft/ambiguous durin"
part1,49,49,data__egoscaler_human__generated_data__happyhorse_prefix__task_0094__episode_0001__1__task_0094_episode_0001,PA,5,3,2,5,4,4.5,2,1.5,1,0,3,0,41.5,egoscaler_human,happyhorse_prefix,task_0094,episode_0001,,"{""GPT-5.2"": 4, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/egoscaler_human/generated_data/happyhorse_prefix/task_0094/episode_0001/1/task_0094_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the human hands remain mostly anatomically consistent, with no obvious extra fingers or severe melting; there is some motion blur and slight finger shape ambiguity during fast movement, but the hands stay recognizable. Scene & object consistency: the room, tripods, table, scissors, and background remain stable. However, the manipulated objects are inconsistent: the white cylindrical object changes from a small item in the hands to a much larger tube, the clear pla"
part1,50,50,data__gr1_inlab__generated_data__abot_physworld_f113_prefix__task_0139__episode_0001__1__task_0139_episode_0001,IA,4,2,2,4,3,3.5,2,1.5,1,0,3,0,41.5,gr1_inlab,abot_physworld_f113_prefix,task_0139,episode_0001,"""Handover the silver plate from the right robotic gripper to the left robotic gripper on the wooden table.""","{""GPT-5.2"": 3, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 3}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/gr1_inlab/generated_data/abot_physworld_f113_prefix/task_0139/episode_0001/1/task_0139_episode_0001.mp4,"{""reasoning"": ""Agent match: The same two robotic grippers visible in the first frame remain present and perform the motion; no new agent appears. Object correctness: The manipulated object is the silver plate on the wooden table, matching the target object. Goal completion: The plate is moved from the right side toward the center and briefly contacted by both grippers, but it is not handed over from the right gripper to the left gripper. By the end, the plate is resting on the table and the left"
part1,51,51,data__droid__generated_data__wow_wan14b_f105_rewrite__task_0062__episode_0001__1__task_0062_episode_0001,IA,5,3,2,4,5,4.5,2,1.5,1,0,4,2,40.5,droid,wow_wan14b_f105_rewrite,task_0062,episode_0001,"""Remove the small black rectangular phone from the speckled countertop and put it into the clear plastic bin.""","{""GPT-5.2"": 5, ""GPT-5.5"": 3, ""Gemini-3.5-Flash"": 4, ""PhyJudge"": 3, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 5}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/droid/generated_data/wow_wan14b_f105_rewrite/task_0062/episode_0001/1/task_0062_episode_0001.mp4,"{""reasoning"": ""Agent match: The same white robotic arm with a black gripper visible in the first frame performs the motion throughout; no new manipulator appears. Object correctness: The robot moves toward the small black rectangular phone on the speckled countertop, but the grasp is visually ambiguous and the phone appears to remain on the counter or become obscured rather than clearly being securely picked up. Goal completion: The clear plastic bin is present and the arm moves over it, but the"
part1,52,52,data__open_x_embodiment__generated_data__veo31_lite_rewrite__task_0129__episode_0001__1__task_0129_episode_0001,PA,5,3,2,5,4,4.5,2,1.5,1,0,3,1,40.5,open_x_embodiment,veo31_lite_rewrite,task_0129,episode_0001,,"{""GPT-5.2"": 3, ""GPT-5.5"": 4, ""Gemini-3.5-Flash"": 5, ""PhyJudge"": 4, ""Qwen3.7-Max"": 5, ""Qwen3.7-Plus"": 5, ""Seed-2.0-Pro"": 4}",https://huggingface.co/datasets/HuggingFriends/mllm-as-embodied-world-judge/resolve/main/data/open_x_embodiment/generated_data/veo31_lite_rewrite/task_0129/episode_0001/1/task_0129_episode_0001.mp4,"{""reasoning"": ""Agent integrity: the white robot arm and two-finger gripper remain structurally consistent throughout, with no obvious melting, extra parts, or severe warping; the cable and arm geometry stay coherent. Scene & object consistency: the table, plate, blue utensil, brown mug, rack, and background remain mostly stable, but the blue bowl changes appearance noticeably: it starts as a flat blue disk/plate-like object, then becomes a deeper bowl, and its rim/shape shifts as it is lifted. I"
